19092	73926	en-GB	2019-07-21 04:40:00	Desktop
19203	75147	en	2019-07-22 08:47:00	Desktop
19314	75258	en	2019-07-22 10:14:00	Tablet
19425	75591	el	2019-07-22 15:07:00	Desktop
19536	75702	en-GB	2019-07-22 18:10:00	Desktop
19647	76035	en	2019-07-23 03:24:00	Desktop
19758	76146	vi	2019-07-23 04:45:00	Desktop
19869	76923	en	2019-07-26 05:16:00	Tablet
19980	77145	en	2019-07-26 05:43:00	Mobile
20091	77256	en	2019-07-26 05:45:00	Desktop
20202	77478	en	2019-07-26 06:12:00	Desktop
20313	77700	en	2019-07-26 07:15:00	Desktop
20424	78033	en-GB	2019-07-26 09:42:00	Desktop
20535	78144	en	2019-07-26 09:59:00	Desktop
20646	78477	en	2019-07-26 14:35:00	Desktop
20757	78699	en	2019-07-26 15:39:00	Tablet
20868	78810	en	2019-07-26 15:55:00	Mobile
20979	79254	en	2019-07-26 17:01:00	Desktop
21090	80475	en	2019-07-26 19:19:00	Desktop
21201	81030	fr	2019-07-26 20:11:00	Tablet
21312	81141	en	2019-07-26 20:22:00	Tablet
21423	81363	en	2019-07-26 20:44:00	Mobile
21534	81807	en-GB	2019-07-26 22:07:00	Desktop
21645	81918	ru	2019-07-26 22:18:00	Mobile
21756	82695	en	2019-07-27 01:28:00	Mobile
21867	82917	en-GB	2019-07-27 02:11:00	Desktop
21978	83916	en	2019-07-27 04:26:00	Mobile
22089	84027	en	2019-07-27 04:27:00	Desktop
22200	84471	en	2019-07-27 08:05:00	Tablet
29859	105894	en	2019-08-04 20:24:00	Desktop
22311	84915	en	2019-07-27 13:33:00	Mobile
22422	85359	en	2019-07-27 14:28:00	Desktop
22533	85470	en	2019-07-27 14:36:00	Mobile
22644	85692	en	2019-07-27 14:51:00	Desktop
22755	86025	en-GB	2019-07-27 15:07:00	Desktop
22866	86358	en-GB	2019-07-27 16:37:00	Desktop
22977	86802	ko	2019-07-27 17:58:00	Mobile
23088	86913	en	2019-07-27 18:01:00	Desktop
23199	87024	en	2019-07-27 18:09:00	Desktop
23310	87357	en	2019-07-27 19:20:00	Desktop
23421	87579	en	2019-07-27 19:38:00	Mobile
23532	87912	en	2019-07-27 20:00:00	Desktop
23643	88134	en	2019-07-27 20:51:00	Mobile
23754	88800	en	2019-07-27 22:48:00	Mobile
23865	88911	en	2019-07-27 23:41:00	Desktop
23976	89133	en	2019-07-28 01:30:00	Desktop
24087	89355	en	2019-07-28 01:46:00	Mobile
24198	89466	en-GB	2019-07-28 02:32:00	Desktop
24309	89577	en-GB	2019-07-28 02:35:00	Desktop
24420	90354	en	2019-07-28 05:20:00	Desktop
24531	90465	en-GB	2019-07-28 05:34:00	Mobile
24642	83028	en	2019-07-28 09:29:00	Mobile
24753	90798	en-GB	2019-07-28 14:39:00	Mobile
24864	91020	en	2019-07-28 15:08:00	Desktop
24975	92463	en	2019-07-28 18:58:00	Desktop
25086	92685	en	2019-07-28 19:18:00	Desktop
25197	93351	en	2019-07-28 20:13:00	Mobile
25308	93462	en	2019-07-28 20:24:00	Tablet
25419	93906	en	2019-07-28 21:01:00	Desktop
25530	94017	en	2019-07-28 21:12:00	Mobile
25641	95127	en-GB	2019-07-29 01:07:00	Desktop
25752	95571	en	2019-07-29 02:34:00	Desktop
25863	96015	en	2019-07-29 04:25:00	Mobile
25974	96126	en	2019-07-29 04:53:00	Desktop
26085	97014	en	2019-07-29 19:03:00	Mobile
26196	97125	en	2019-07-29 19:06:00	Mobile
26307	97347	en	2019-07-29 20:00:00	Desktop
26418	97791	en	2019-07-29 21:19:00	Desktop
26529	98013	en	2019-07-29 22:00:00	Desktop
26640	98235	en	2019-07-29 22:59:00	Desktop
26751	98790	en	2019-07-30 02:00:00	Desktop
26862	99123	en	2019-07-30 02:14:00	Desktop
26973	99456	en	2019-07-30 05:53:00	Mobile
27084	99567	en	2019-07-30 06:43:00	Desktop
27195	99789	en	2019-07-30 13:02:00	Mobile
27306	99900	en	2019-07-30 18:17:00	Desktop
27417	100233	en	2019-07-31 18:14:00	Mobile
27528	100899	en	2019-08-02 05:20:00	Tablet
27639	101010	en-GB	2019-08-02 20:39:00	Mobile
27750	101121	en	2019-08-02 21:49:00	Desktop
27861	99234	en	2019-08-03 19:45:00	Desktop
27972	101343	en	2019-08-04 06:32:00	Mobile
28083	101565	en	2019-08-04 10:40:00	Tablet
28194	102009	en	2019-08-04 14:12:00	Mobile
28305	102342	en	2019-08-04 14:53:00	Desktop
28416	102564	en	2019-08-04 15:11:00	Desktop
28527	102675	en	2019-08-04 15:14:00	Mobile
28638	102786	en	2019-08-04 15:25:00	Mobile
28749	102897	en	2019-08-04 15:44:00	Desktop
28860	103674	en	2019-08-04 17:05:00	Desktop
28971	103785	fr	2019-08-04 17:25:00	Desktop
29082	103896	en	2019-08-04 17:32:00	Desktop
29193	104340	en	2019-08-04 18:18:00	Desktop
29304	104784	en	2019-08-04 18:49:00	Tablet
29415	105339	en-GB	2019-08-04 19:56:00	Desktop
29526	105561	fr	2019-08-04 20:14:00	Mobile
29637	105672	fr	2019-08-04 20:17:00	Desktop
29748	105783	en	2019-08-04 20:20:00	Mobile
29970	106338	en	2019-08-04 22:01:00	Mobile
30081	106449	en	2019-08-04 22:12:00	Desktop
30192	106782	en	2019-08-04 23:25:00	Desktop
30303	107004	en-GB	2019-08-04 23:46:00	Desktop
30414	107226	en	2019-08-04 23:59:00	Desktop
